"name","code","netweight","relatedPart","partnumber","compatibledescription-parca","compatibledescription-list","image"
,"[""CA1T0437"",""1T-0437"",""1T0437""]","Weight: 53 pounds 24 kg.","1T0437  HOUSING-ROTG-YM  2955685  CL","1T0437","["""",""""]","[[""572G"",""572R"",""572R II"",""578"",""583R"",""587R""],[""D6C"",""D6D"",""D6E"",""D6G"",""D6G2 LGP"",""D6G2 XL"",""D6H"",""D6H XL"",""D6H XR"",""D6R"",""D6R II"",""D7F"",""D7G"",""D7G2"",""D7H"",""D7R"",""D7R II"",""D8N"",""D8R""]]",
,"[""CA1T0438"",""1T-0438"",""1T0438""]","Weight: 1 pounds 0 kg.","1T0438  RETAINER-BRG-YM  2950410  CL","1T0438","["""",""""]","[[""572G"",""572R"",""572R II"",""578"",""583R"",""587R"",""587T"",""PL87""],[""D6C"",""D6D"",""D6E"",""D6G"",""D6G2 LGP"",""D6G2 XL"",""D6H"",""D6H XL"",""D6H XR"",""D6R"",""D6R II"",""D6R III"",""D6R STD"",""D6T"",""D6T LGP"",""D6T LGPPAT"",""D6T XL"",""D7F"",""D7G"",""D7G2"",""D7H"",""D7R"",""D7R II"",""D7R XR"",""D8N"",""D8R""]]",
,"[""CA1T0443"",""1T-0443"",""1T0443""]","Weight: 13 pounds 6 kg.","1T0443  CARRIER AS-YM  2473368  CL","1T0443","["""",""""]","[[""572G""],[""D6C"",""D6D"",""D6E"",""D6G"",""D6G2 LGP"",""D6G2 XL"",""D7F"",""D7G"",""D7G2""]]",
,"[""CA1T0445"",""1T-0445"",""1T0445""]","Weight: 0.20 pounds 0 kg.",,"1T0445","["""",""""]","[[""572G""],[""D5"",""D5B"",""D6G"",""D6G2 LGP"",""D6G2 XL"",""D6H"",""D6H XL"",""D6H XR"",""D7F"",""D7G"",""D7G2""]]",
,"[""CA1T0521"",""1T-0521"",""1T0521""]","Weight: 3 pounds 1 kg.","1T0521  RETAINER-BRG-YM  3256180  CL","1T0521","["""",""""]","[[""D5"",""D5B"",""D6H"",""D7H"",""D8N""],[""988""]]",
,"[""CA1T0531"",""1T-0531"",""1T0531""]","Weight: 0.44 pounds 0 kg.","ID  13.487  mm","1T0531","["""","""","""","""",""""]","[[""977H""],[""D5"",""D5B""],[""988""],[""627"",""627B"",""627E"",""627G""],[""627E"",""627F""]]",
,"[""CA1T0537"",""1T-0537"",""1T0537""]","Weight: 0.25 pounds 0 kg.","ID  13.487  mm","1T0537","[""ARTICULATED TRUCK "",""COMPACT WHEEL LOADER "",""INTEGRATED TOOLCARRIER "",""LANDFILL COMPACTOR "",""TRACK LOADER "",""TRACK SKIDDER "",""TRACK-TYPE TRACTOR "",""WHEEL DOZER "",""WHEEL LOADER "",""WHEEL SKIDDER "",""WHEEL TRACTOR Caterpillar""]","[[""D250D""],[""910""],[""IT28""],[""816""],[""931B"",""933"",""939"",""941"",""955H"",""977H""],[""517"",""D4HTSK II"",""D4HTSK III""],[""D3B"",""D3C II"",""D3C III"",""D4B"",""D4C III"",""D4D"",""D4E"",""D4H"",""D4H XL"",""D5C"",""D5C III""],[""814""],[""916"",""920"",""926"",""930"",""930R"",""936"",""936F"",""950"",""966C"",""G936""],[""518"",""518C"",""528""],[""613"",""613B"",""613C"",""613C II""]]",
,"[""CA1T0576"",""1T-0576"",""1T0576""]","Weight: 0.30 pounds 0 kg.","ID  89.152  mm","1T0576","["""","""","""","""","""","""",""""]","[[""D250D""],[""955H""],[""517"",""D4HTSK II"",""D4HTSK III""],[""D4H"",""D4H XL""],[""920"",""930"",""936"",""936F"",""950"",""966C"",""G936""],[""518C""],[""613"",""613B"",""613C"",""613C II""]]",
,"[""CA1T0591"",""1T-0591"",""1T0591""]","Weight: 0.40 pounds 0 kg.",,"1T0591","[""""]","[[""D8K""]]",
,"[""CA1T0595"",""1T-0595"",""1T0595""]","Weight: 13 pounds 5 kg.","1T0595  CARRIER-YM  2397939  CL","1T0595","[""""]","[[""D8K"",""D9H""]]",
,"[""CA1T0599"",""1T-0599"",""1T0599""]","Weight: 0.40 pounds 0 kg.","ID  65.1  mm","1T0599","["""",""""]","[[""572G"",""572R"",""572R II""],[""D6C"",""D6D"",""D6E"",""D6G"",""D6G2 LGP"",""D6G2 XL"",""D6H"",""D6H XL"",""D6H XR"",""D6R"",""D6R II"",""D6R III"",""D6R STD"",""D6T"",""D6T LGP"",""D6T LGPPAT"",""D6T XL"",""D7F"",""D7G"",""D7G2"",""D7H"",""D7R"",""D7R II"",""D7R XR""]]",
,"[""CA1T0611"",""1T-0611"",""1T0611""]","Weight: 279 pounds 126 kg.",,"1T0611","["""",""""]","[[""583K"",""594"",""594H""],[""D8H"",""D8K"",""D9G"",""D9H""]]",
,"[""CA1T0623"",""1T-0623"",""1T0623""]","Weight: 3 pounds 1 kg.",,"1T0623","["""",""""]","[[""D6H""],[""950""]]",
,"[""CA1T0633"",""1T-0633"",""1T0633""]","Weight: 34 pounds 15 kg.","1T0633  IMPELLER-TC-YM  3905266  CL","1T0633","[""""]","[[""D8K""]]",
,"[""CA1T0657"",""1T-0657"",""1T0657""]","Weight: 0.44 pounds 0 kg.",,"1T0657","["""","""","""","""","""","""","""","""","""","""",""""]","[[""730C""],[],[""R3000H""],[""CX31-C13I"",""CX31-C15I"",""CX31-C18I"",""CX31-C9I"",""CX35-C18I"",""CX35-P800""],[""CX31-P600"",""CX35-P800""],[""CX31""],[""CX35""],[""980G II"",""980H"",""980K"",""980K HLG"",""980M""],[""623E"",""623F"",""627E"",""637"",""657B"",""657E"",""657G""],[""621"",""621B"",""621E"",""621F"",""621G"",""621H"",""623"",""623B"",""623G"",""623H"",""627"",""627B"",""627E"",""627F"",""627G"",""627H"",""631C"",""631E"",""631G"",""633D"",""633E II"",""637D"",""637E"",""637G"",""639D""],[""621K"",""623K"",""623K LRC"",""627K"",""627K LRC""]]",
,"[""CA1T0658"",""1T-0658"",""1T0658""]","Weight: 5 pounds 2 kg.",,"1T0658","[""""]","[[""621"",""621B"",""623"",""627"",""627B"",""631C""]]",
,"[""CA1T0662"",""1T-0662"",""1T0662""]","Weight: 11 pounds 5 kg.",,"1T0662","["""","""","""","""","""",""""]","[[""R1700 II"",""R1700G""],[""977K"",""977L""],[""980"",""980B""],[""623E"",""623F"",""627E"",""637"",""637D"",""637E"",""637G"",""657B"",""657E"",""657G""],[""621"",""621B"",""621E"",""621F"",""621G"",""621H"",""623"",""623G"",""623H"",""627"",""627B"",""627F"",""627G"",""627H"",""631C"",""631E"",""631G"",""633E II"",""637D"",""637E"",""637G""],[""621K"",""623K"",""623K LRC"",""627K"",""627K LRC""]]",
,"[""CA1T0665"",""1T-0665"",""1T0665""]","Weight: 1 pounds 0 kg.",,"1T0665","[""LANDFILL COMPACTOR "",""LOAD HAUL DUMP "",""TRACK LOADER "",""WHEEL DOZER "",""WHEEL LOADER "",""WHEEL SCRAPER "",""WHEEL TRACTOR "",""WHEEL TRACTOR-SCRAPER Caterpillar""]","[[""826C""],[""R1700 II"",""R1700G"",""R2900"",""R2900G""],[""977K"",""977L"",""983"",""983B""],[""824C""],[""980"",""980B""],[""623E"",""623F"",""627E"",""637"",""637D"",""637E"",""637G"",""657B"",""657E"",""657G""],[""621"",""621B"",""621E"",""621F"",""621G"",""621H"",""623"",""623G"",""623H"",""627"",""627B"",""627F"",""627G"",""627H"",""631C"",""631E"",""631G"",""633E II"",""637D"",""637E"",""637G""],[""621K"",""623K"",""623K LRC"",""627K"",""627K LRC""]]",
,"[""CA1T0669"",""1T-0669"",""1T0669""]","Weight: 52 pounds 24 kg.","1T0669  HOUSING-ROTG-YM  5167986  CL","1T0669","["""","""","""","""","""","""","""",""""]","[[""826C""],[""R1700 II"",""R1700G"",""R2900"",""R2900G""],[""977K"",""977L"",""983"",""983B""],[""824C""],[""980""],[""623E"",""623F"",""627E"",""657B"",""657E"",""657G""],[""621"",""621B"",""621E"",""621F"",""621G"",""621H"",""623"",""623G"",""623H"",""627"",""627B"",""627F"",""627G"",""627H"",""631C"",""631E"",""631G"",""633E II"",""637D"",""637E"",""637G""],[""621K"",""623K"",""623K LRC"",""627K"",""627K LRC""]]",
,"[""CA1T0670"",""1T-0670"",""1T0670""]","Weight: 265 pounds 120 kg.",,"1T0670","["""",""""]","[[""583K""],[""D8H"",""D8K""]]",
,"[""CA1T0681"",""1T-0681"",""1T0681""]","Weight: 4 pounds 2 kg.",,"1T0681","["""","""","""","""","""","""",""""]","[[""725"",""730"",""735""],[""C9""],[""TH35-C13I"",""TH35-C13T"",""TH35-C15I"",""TH35-C15T""],[""TH31-E61"",""TH35-E81""],[""980G II"",""980H""],[""657B""],[""621"",""621B"",""621E"",""621F"",""623"",""623B"",""627"",""627B"",""627E"",""631C"",""631E"",""633D"",""637D"",""637E"",""639D""]]",
,"[""CA1T0691"",""1T-0691"",""1T0691""]","Weight: 9 pounds 4 kg.",,"1T0691","[""WHEEL LOADER Caterpillar""]","[[""980"",""980B""]]",
,"[""CA1T0697"",""1T-0697"",""1T0697""]","Weight: 0.30 pounds 0 kg.",,"1T0697","[""WHEEL LOADER Caterpillar""]","[[""980"",""980B""]]",
,"[""CA1T0708"",""1T-0708"",""1T0708""]","Weight: 6 pounds 2 kg.",,"1T0708","[""LANDFILL COMPACTOR "",""TRACK LOADER "",""WHEEL DOZER "",""WHEEL LOADER "",""WHEEL SCRAPER "",""WHEEL TRACTOR Caterpillar""]","[[""826C""],[""977K"",""977L"",""983"",""983B""],[""824C""],[""980""],[""637"",""637D"",""637E"",""637G""],[""631E"",""637E""]]",
,"[""CA1T0709"",""1T-0709"",""1T0709""]","Weight: 15 pounds 6 kg.",,"1T0709","["""","""","""",""""]","[[""977K"",""977L""],[""980"",""980B""],[""637""],[""627"",""627B""]]",
,"[""CA1T0715"",""1T-0715"",""1T0715""]","Weight: 19 pounds 8 kg.",,"1T0715","[""LOAD HAUL DUMP Caterpillar""]","[[""R1700G""]]",
,"[""CA1T0719"",""1T-0719"",""1T0719""]","Weight: 4 pounds 2 kg.",,"1T0719","[""WHEEL LOADER Caterpillar""]","[[""980"",""980B""]]",
,"[""CA1T0723"",""1T-0723"",""1T0723""]","Weight: 2 pounds 1 kg.",,"1T0723","["""",""""]","[[""816""],[""955K"",""955L""]]",
,"[""CA1T0724"",""1T-0724"",""1T0724""]","Weight: 7 pounds 3 kg.",,"1T0724","[""TRACK LOADER Caterpillar""]","[[""955K"",""955L""]]",
,"[""CA1T0725"",""1T-0725"",""1T0725""]","Weight: 82 pounds 37 kg.",,"1T0725","[""""]","[[""950""]]",
,"[""CA1T0727"",""1T-0727"",""1T0727""]","Weight: 3 pounds 1 kg.",,"1T0727","["""","""","""","""",""""]","[[""816""],[""815""],[""955K"",""955L""],[""814""],[""518C"",""528"",""528B"",""530B""]]",
,"[""CA1T0733"",""1T-0733"",""1T0733""]","Weight: 8 pounds 3 kg.",,"1T0733","[""TRACK LOADER Caterpillar""]","[[""955K""]]",
,"[""CA1T0735"",""1T-0735"",""1T0735""]","Weight: 1 pounds 0 kg.",,"1T0735","[""""]","[[""955K"",""955L""]]",
,"[""CA1T0743"",""1T-0743"",""1T0743""]","Weight: 0.25 pounds 0 kg.",,"1T0743","["""","""",""""]","[[""955K"",""955L""],[""814""],[""528""]]",
,"[""CA1T0745"",""1T-0745"",""1T0745""]","Weight: 0.02 pounds 0 kg.",,"1T0745","[""""]","[[""D5""]]",
,"[""CA1T0747"",""1T-0747"",""1T0747""]","Weight: 19 pounds 8 kg.",,"1T0747","[""""]","[[""D5"",""D5B""]]",
,"[""CA1T0748"",""1T-0748"",""1T0748""]","Weight: 9 pounds 4 kg.",,"1T0748","[""""]","[[""D5"",""D5B""]]",
,"[""CA1T0749"",""1T-0749"",""1T0749""]","Weight: 14 pounds 6 kg.",,"1T0749","[""TRACK-TYPE TRACTOR Caterpillar""]","[[""D5"",""D5B""]]",
,"[""CA1T0750"",""1T-0750"",""1T0750""]","Weight: 1 pounds 0 kg.",,"1T0750","["""",""""]","[[""951B""],[""D4D"",""D4E""]]",
,"[""CA1T0752"",""1T-0752"",""1T0752""]","Weight: 10 pounds 4 kg.",,"1T0752","["""",""""]","[[""941""],[""D4D"",""D4E""]]",
,"[""CA1T0753"",""1T-0753"",""1T0753""]","Weight: 4 pounds 2 kg.",,"1T0753","[""TRACK LOADER "",""TRACK-TYPE TRACTOR Caterpillar""]","[[""941""],[""D4D"",""D4E""]]",
,"[""CA1T0755"",""1T-0755"",""1T0755""]","Weight: 1 pounds 0 kg.",,"1T0755","["""",""""]","[[""941""],[""D4D"",""D4E""]]",
,"[""CA1T0757"",""1T-0757"",""1T0757""]","Weight: 2 pounds 0 kg.",,"1T0757","[""TRACK LOADER "",""TRACK-TYPE TRACTOR Caterpillar""]","[[""941""],[""D4D"",""D4E""]]",
,"[""CA1T0758"",""1T-0758"",""1T0758""]","Weight: 0.33 pounds 0 kg.",,"1T0758","["""",""""]","[[""941""],[""D4D"",""D4E""]]",
,"[""CA1T0759"",""1T-0759"",""1T0759""]","Weight: 11 pounds 4 kg.",,"1T0759","["""",""""]","[[""941""],[""D4D"",""D4E""]]",
,"[""CA1T0760"",""1T-0760"",""1T0760""]","Weight: 70 pounds 31 kg.",,"1T0760","[""""]","[[""941"",""951B""]]",
,"[""CA1T0762"",""1T-0762"",""1T0762""]","Weight: 0.08 pounds 0 kg.","1T0762  RACE-THR BRG-YM  3844803  CL","1T0762","["""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]","[[""725"",""725C"",""730"",""730C""],[""730"",""730C""],[""826C"",""826G"",""826G II"",""826H"",""826K""],[""R1700 II"",""R1700G"",""R2900"",""R2900G"",""R3000H""],[""C9""],[""CX31-C13I"",""CX31-C15I"",""CX31-C18I"",""CX31-C9I"",""CX35-C18I"",""CX35-P800"",""TH35-C11I"",""TH35-C13I"",""TH35-C13T"",""TH35-C15I"",""TH35-C15T""],[""CX31-P600"",""CX35-P800"",""TH31-E61"",""TH35-E81""],[""825G"",""825G II"",""825H"",""825K""],[""977K"",""977L"",""983"",""983B""],[""CX31""],[""CX35""],[""824C"",""824G"",""824G II"",""824H"",""824K""],[""966M"",""972M"",""980"",""980B"",""980C"",""980F"",""980F II"",""980G"",""980G II"",""980H"",""980K"",""980K HLG"",""980M"",""982M"",""986H"",""988"",""988B""],[""623E"",""623F"",""627E"",""637"",""657B"",""657E"",""657G""],[""621"",""621B"",""621E"",""621F"",""621G"",""621H"",""623"",""623B"",""623G"",""623H"",""627"",""627B"",""627E"",""627F"",""627G"",""627H"",""631C"",""631E"",""631G"",""633D"",""633E II"",""637D"",""637E"",""637G"",""639D""],[""621K"",""623K"",""623K LRC"",""627K"",""627K LRC""]]",
,"[""CA1T0763"",""1T-0763"",""1T0763""]","Weight: 0.010 pounds 0 kg.",,"1T0763","["""","""","""","""","""",""""]","[[""826C"",""826G"",""826G II"",""826H""],[""R1700 II"",""R1700G"",""R2900"",""R2900G""],[""825G"",""825G II"",""825H""],[""977K"",""977L"",""983"",""983B""],[""824C"",""824G"",""824G II"",""824H""],[""980"",""980B"",""980C"",""980F"",""980F II"",""980G"",""980G II"",""980H"",""980K"",""988"",""988B""]]",
,"[""CA1T0764"",""1T-0764"",""1T0764""]","Weight: 0.05 pounds 0 kg.",,"1T0764","["""",""""]","[[""941""],[""D4D"",""D4E""]]",
,"[""CA1T0802"",""1T-0802"",""1T0802""]","Weight: 4 pounds 1 kg.",,"1T0802","[""WHEEL DOZER "",""WHEEL LOADER Caterpillar""]","[[""824B"",""834""],[""992""]]",
,"[""CA1T0804"",""1T-0804"",""1T0804""]","Weight: 5 pounds 2 kg.",,"1T0804","[""ARTICULATED TRUCK "",""EJECTOR TRUCK "",""MOTOR GRADER "",""QUARRY TRUCK "",""TRACTOR "",""TRUCK "",""UNDERGROUND ART TRUCK "",""WHEEL DOZER "",""WHEEL LOADER "",""WHEEL SCRAPER "",""WHEEL TRACTOR Caterpillar""]","[[""735"",""735B"",""740"",""740B"",""D350E"",""D350E II"",""D35HP"",""D400"",""D400E"",""D400E II"",""D40D""],[""740"",""740B"",""D400E II""],[""24H"",""24M""],[""771C"",""771D"",""775B"",""775D""],[""772B""],[""69D"",""769C"",""769D"",""770"",""770G"",""770G OEM"",""772"",""772G"",""772G OEM"",""773B"",""773D"",""773E"",""773F"",""773G LRC"",""773G OEM"",""775D"",""775E"",""775F"",""775G LRC"",""775G OEM""],[""AD40"",""AD45"",""AD45B"",""AD55"",""AD55B"",""AD60"",""AE40"",""AE40 II""],[""824B"",""834""],[""988F II"",""992""],[""657B""],[""641B"",""651E"",""657B"",""657E"",""657G""]]",
,"[""CA1T0825"",""1T-0825"",""1T0825""]","Weight: 0.01 pounds 0 kg.",,"1T0825","[""WHEEL LOADER Caterpillar""]","[[""992""]]",
,"[""CA1T0841"",""1T-0841"",""1T0841""]","Weight: 9 pounds 4 kg.","1T0841  IMPELLER-CONV-YM  5440278  CL","1T0841","[""""]","[[""920""]]",
,"[""CA1T0842"",""1T-0842"",""1T0842""]","Weight: 6 pounds 2 kg.","1T0842  TURBINE-CONV-YM  5167987  CL","1T0842","[""""]","[[""920""]]",
,"[""CA1T0851"",""1T-0851"",""1T0851""]","Weight: 8 pounds 3 kg.",,"1T0851","[""""]","[[""930""]]",
,"[""CA1T0855"",""1T-0855"",""1T0855""]","Weight: 87 pounds 39 kg.",,"1T0855","[""""]","[[""920""]]",
,"[""CA1T0864"",""1T-0864"",""1T0864""]","Weight: 4 pounds 2 kg.",,"1T0864","[""WHEEL SCRAPER Caterpillar""]","[[""657B""]]",
,"[""CA1T0865"",""1T-0865"",""1T0865""]","Weight: 87 pounds 39 kg.",,"1T0865","[""""]","[[""930""]]",
,"[""CA1T0867"",""1T-0867"",""1T0867""]","Weight: 18 pounds 8 kg.",,"1T0867","[""ARTICULATED TRUCK "",""EJECTOR TRUCK "",""MOTOR GRADER "",""QUARRY TRUCK "",""TRUCK "",""UNDERGROUND ART TRUCK "",""WHEEL LOADER "",""WHEEL SCRAPER "",""WHEEL TRACTOR Caterpillar""]","[[""735"",""740"",""D350E"",""D350E II"",""D35HP"",""D400"",""D400E"",""D400E II"",""D40D""],[""740"",""D400E II""],[""24H"",""24M""],[""771C"",""771D"",""775B"",""775D""],[""69D"",""769C"",""769D"",""770"",""772"",""773B"",""773D"",""773E"",""773F"",""775D"",""775F""],[""AD40"",""AD45"",""AD45B"",""AD55"",""AE40"",""AE40 II""],[""988F II""],[""657B""],[""641B"",""651E"",""657E"",""657G""]]",
,"[""CA1T0902"",""1T-0902"",""1T0902""]","Weight: 0.010 pounds 0 kg.","ID  44.665  mm","1T0902","["""","""",""""]","[[""572G"",""572R"",""572R II"",""578"",""583R"",""587R"",""587T"",""PL87""],[""955K"",""955L""],[""D6C"",""D6D"",""D6E"",""D6G2 LGP"",""D6G2 XL"",""D6H"",""D6H XL"",""D6H XR"",""D6R"",""D6R II"",""D6R III"",""D6R STD"",""D6T"",""D6T LGP"",""D6T LGPPAT"",""D6T XL"",""D7F"",""D7G"",""D7G2"",""D7H"",""D7R"",""D7R II"",""D7R XR"",""D8N"",""D8R""]]",
,"[""CA1T0912"",""1T-0912"",""1T0912""]","Weight: 2 pounds 1 kg.",,"1T0912","[""ARTICULATED TRUCK "",""WHEEL LOADER "",""WHEEL TRACTOR Caterpillar""]","[[""D250D""],[""936F""],[""613"",""613B"",""613C"",""613C II""]]",
,"[""CA1T0930"",""1T-0930"",""1T0930""]","Weight: 130 pounds 58 kg.","1T0930  TC-GP-YM  3886566  CL","1T0930","["""",""""]","[[""571G"",""572G""],[""D6C"",""D6D"",""D6E"",""D6G"",""D6G2 LGP"",""D6G2 XL"",""D7F"",""D7G"",""D7G2""]]",
,"[""CA1T0945"",""1T-0945"",""1T0945""]","Weight: 2 pounds 1 kg.",,"1T0945","[""TRACK-TYPE TRACTOR Caterpillar""]","[[""D5"",""D5B""]]",
,"[""CA1T0947"",""1T-0947"",""1T0947""]","Weight: 12 pounds 5 kg.",,"1T0947","[""""]","[[""955K"",""955L""]]",
,"[""CA1T0949"",""1T-0949"",""1T0949""]","Weight: 15 pounds 6 kg.",,"1T0949","[""TRACK LOADER Caterpillar""]","[[""955K"",""955L""]]",
,"[""CA1T0953"",""1T-0953"",""1T0953""]","Weight: 1 pounds 0 kg.",,"1T0953","[""WHEEL LOADER Caterpillar""]","[[""980B""]]",
,"[""CA1T0969"",""1T-0969"",""1T0969""]","Weight: 0.50 pounds 0 kg.","ID  103.099  mm","1T0969","[""TRACK LOADER Caterpillar""]","[[""955K"",""955L"",""977K"",""977L"",""983"",""983B""]]",
,"[""CA1T0972"",""1T-0972"",""1T0972""]","Weight: 9 pounds 4 kg.",,"1T0972","[""""]","[[""955K"",""955L""]]",
,"[""CA1T0974"",""1T-0974"",""1T0974""]","Weight: 2 pounds 1 kg.",,"1T0974","[""TRACK LOADER Caterpillar""]","[[""955K"",""955L""]]",
,"[""CA1T0978"",""1T-0978"",""1T0978""]","Weight: 12 pounds 5 kg.",,"1T0978","[""WHEEL LOADER Caterpillar""]","[[""980B""]]",
,"[""CA1T0982"",""1T-0982"",""1T0982""]","Weight: 11 pounds 5 kg.",,"1T0982","[""WHEEL LOADER Caterpillar""]","[[""980B""]]",
,"[""CA1T0987"",""1T-0987"",""1T0987""]","Weight: 9 pounds 4 kg.",,"1T0987","[""""]","[[""977K"",""977L"",""983"",""983B""]]",
,"[""CA1T0989"",""1T-0989"",""1T0989""]","Weight: 5 pounds 2 kg.",,"1T0989","[""TRACK LOADER Caterpillar""]","[[""977K"",""977L""]]",
,"[""CA1T0996"",""1T-0996"",""1T0996""]","Weight: 0.80 pounds 0 kg.",,"1T0996","[""COMPACT WHEEL LOADER "",""TRACK LOADER "",""TRACK-TYPE TRACTOR Caterpillar""]","[[""910""],[""931""],[""D3B"",""D3C II""]]",
,"[""CA1T1002"",""1T-1002"",""1T1002""]","Weight: 3 pounds 1 kg.",,"1T1002","["""","""",""""]","[[""910""],[""931""],[""D3B"",""D3C II""]]",
,"[""CA1T1003"",""1T-1003"",""1T1003""]","Weight: 3 pounds 1 kg.",,"1T1003","["""","""",""""]","[[""910""],[""931""],[""D3B"",""D3C II""]]",
,"[""CA1T1009"",""1T-1009"",""1T1009""]","Weight: 42 pounds 19 kg.",,"1T1009","["""","""","""","""",""""]","[[""816""],[""815""],[""814""],[""950B"",""950B/950E""],[""518C"",""528"",""528B"",""530B""]]",
,"[""CA1T1010"",""1T-1010"",""1T1010""]","Weight: 146 pounds 66 kg.",,"1T1010","[""TRACK LOADER Caterpillar""]","[[""977K"",""977L""]]",
,"[""CA1T1025"",""1T-1025"",""1T1025""]","Weight: 107 pounds 48 kg.",,"1T1025","["""","""",""""]","[[""816""],[""815""],[""814""]]",
,"[""CA1T1040"",""1T-1040"",""1T1040""]","Weight: 41 pounds 18 kg.",,"1T1040","["""",""""]","[[""910""],[""931"",""931B"",""931C""]]",
,"[""CA1T1045"",""1T-1045"",""1T1045""]","Weight: 39 pounds 17 kg.",,"1T1045","["""","""","""","""",""""]","[[""910""],[""IT12""],[""931C II""],[""D3"",""D3B"",""D3C"",""D3C II""],[""G910""]]",
,"[""CA1T1047"",""1T-1047"",""1T1047""]","Weight: 0.35 pounds 0 kg.","ID  94.996  mm","1T1047","["""","""","""","""",""""]","[[""816""],[""815""],[""814""],[""950F"",""950F II"",""960F""],[""518C"",""528"",""528B"",""530B""]]",
,"[""CA1T1049"",""1T-1049"",""1T1049""]","Weight: 3 pounds 1 kg.",,"1T1049","[""LANDFILL COMPACTOR "",""SOIL COMPACTOR "",""WHEEL DOZER Caterpillar""]","[[""816""],[""815""],[""814""]]",
,"[""CA1T1051"",""1T-1051"",""1T1051""]","Weight: 7 pounds 3 kg.","1T1051  IMPELLER-TC-YM  3886598  CL","1T1051","["""","""","""",""""]","[[""816""],[""815""],[""814""],[""518C"",""528"",""528B"",""530B""]]",
,"[""CA1T1054"",""1T-1054"",""1T1054""]","Weight: 5 pounds 2 kg.",,"1T1054","["""","""",""""]","[[""910""],[""931""],[""D3B"",""D3C II""]]",
,"[""CA1T1056"",""1T-1056"",""1T1056""]","Weight: 6 pounds 2 kg.",,"1T1056","[""LANDFILL COMPACTOR "",""SOIL COMPACTOR "",""WHEEL DOZER "",""WHEEL SKIDDER Caterpillar""]","[[""816""],[""815""],[""814""],[""528""]]",
,"[""CA1T1059"",""1T-1059"",""1T1059""]","Weight: 12 pounds 5 kg.",,"1T1059","[""""]","[[""518C"",""528"",""528B"",""530B""]]",
,"[""CA1T1079"",""1T-1079"",""1T1079""]","Weight: 9 pounds 4 kg.","1T1079  HUB-IMPELLER-YM  4162152  CL","1T1079","[""WHEEL SCRAPER "",""WHEEL TRACTOR "",""WHEEL TRACTOR-SCRAPER Caterpillar""]","[[""623E"",""623F"",""627E"",""657B"",""657E"",""657G""],[""621"",""621B"",""621E"",""621F"",""621G"",""621H"",""623"",""623G"",""623H"",""627B"",""627F"",""627G"",""627H"",""631C"",""631E"",""631G"",""633E II"",""637D"",""637E"",""637G""],[""621K"",""623K"",""623K LRC"",""627K"",""627K LRC""]]",
,"[""CA1T1081"",""1T-1081"",""1T1081""]","Weight: 6 pounds 2 kg.",,"1T1081","[""TRACK LOADER Caterpillar""]","[[""955L""]]",
,"[""CA1T1082"",""1T-1082"",""1T1082""]","Weight: 13 pounds 6 kg.",,"1T1082","["""","""",""""]","[[""623E"",""623F"",""627E"",""657B"",""657E"",""657G""],[""621"",""621B"",""621E"",""621F"",""621G"",""621H"",""623"",""623G"",""623H"",""627B"",""627F"",""627G"",""627H"",""631C"",""631E"",""631G"",""633E II"",""637D"",""637E"",""637G""],[""621K"",""623K"",""623K LRC"",""627K"",""627K LRC""]]",
,"[""CA1T1089"",""1T-1089"",""1T1089""]","Weight: 9 pounds 4 kg.",,"1T1089","[""TRACK LOADER Caterpillar""]","[[""977K"",""977L"",""983"",""983B""]]",
,"[""CA1T1220"",""1T-1220"",""1T1220""]","Weight: 2 pounds 1 kg.",,"1T1220","["""","""","""","""","""","""","""",""""]","[[""735"",""735B"",""740"",""740B"",""D350E"",""D350E II"",""D35HP"",""D400"",""D400E"",""D400E II"",""D40D""],[""740"",""740B"",""D400E II""],[""24H"",""24M""],[""771C"",""771D"",""775B"",""775D""],[""772B""],[""69D"",""769C"",""769D"",""770"",""770G"",""770G OEM"",""772"",""772G"",""772G OEM"",""773B"",""773D"",""773E"",""773F"",""773G LRC"",""773G OEM"",""775D"",""775E"",""775F"",""775G LRC"",""775G OEM""],[""AD40"",""AD45"",""AD45B"",""AD55"",""AD55B"",""AD60"",""AE40"",""AE40 II""],[""988F II""]]",
,"[""CA1T1221"",""1T-1221"",""1T1221""]","Weight: 0.80 pounds 0 kg.",,"1T1221","[""ARTICULATED TRUCK "",""EJECTOR TRUCK "",""MOTOR GRADER "",""QUARRY TRUCK "",""TRACTOR "",""TRUCK "",""UNDERGROUND ART TRUCK "",""WHEEL LOADER Caterpillar""]","[[""735"",""735B"",""740"",""740B"",""D350E"",""D350E II"",""D35HP"",""D400"",""D400E"",""D400E II"",""D40D""],[""740"",""740B"",""D400E II""],[""24H"",""24M""],[""771C"",""771D"",""775B"",""775D""],[""772B""],[""69D"",""769C"",""769D"",""770"",""770G"",""770G OEM"",""772"",""772G"",""772G OEM"",""773B"",""773D"",""773E"",""773F"",""773G LRC"",""773G OEM"",""775D"",""775E"",""775F"",""775G LRC"",""775G OEM""],[""AD40"",""AD45"",""AD45B"",""AD55"",""AD55B"",""AD60"",""AE40"",""AE40 II""],[""988F II""]]",
